shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"7-TB1-mjp-1.2.H","-37.7610621307786","145.337585833852","34","2384.58604881664"
"7-TB1-mjp-1.2.H","-37.7609580199226","145.337871962254","35","2412.31689806436"
"7-TB1-mjp-1.2.H","-37.7608531080042","145.338101348317","36","2435.64070564374"
"7-TB1-mjp-1.2.H","-37.760668070692","145.338400637827","37","2469.06225557788"
"7-TB1-mjp-1.2.H","-37.7604645335961","145.338666284194","38","2501.58916751246"
"7-TB1-mjp-1.2.H","-37.7602246379955","145.33891003875","39","2535.79443026543"
"7-TB1-mjp-1.2.H","-37.7599926315156","145.339074152929","40","2565.3240763859"
"7-TB1-mjp-1.2.H","-37.7585589529245","145.339662442564","41","2732.65906973756"
"7-TB1-mjp-1.2.H","-37.7581750632011","145.339920757622","42","2780.96020844049"
"7-TB1-mjp-1.2.H","-37.7579617134876","145.340129852719","43","2810.96020844049"
"7-TB1-mjp-1.2.H","-37.7570773851102","145.341330154062","44","2955.23771881547"
"7-TB1-mjp-1.2.H","-37.7565116380359","145.342114672596","45","3048.6186590549"
"7-TB1-mjp-1.2.H","-37.7563352799573","145.342391038219","46","3079.85965775852"
"7-TB1-mjp-1.2.H","-37.7562038090478","145.342655049716","47","3107.31871819401"
"7-TB1-mjp-1.2.H","-37.756094026821","145.343179653362","48","3155.12039180488"
"7-TB1-mjp-1.2.H","-37.7560534467535","145.343498391263","49","3183.56331711154"
"7-TB1-mjp-1.2.H","-37.7567733094973","145.346626640446","50","3470.53718351752"
"7-TB1-mjp-1.2.H","-37.7565224762527","145.346734385468","51","3499.94806585723"
"7-TB1-mjp-1.2.H","-37.756416431937","145.346884311924","52","3517.63987187018"
"7-TB1-mjp-1.2.H","-37.7562143072782","145.347252048995","53","3557.04799286066"
"7-TB1-mjp-1.3.R","-37.7562143072782","145.347252048995","1","0"
"7-TB1-mjp-1.3.R","-37.7562073669377","145.347399768986","2","13.0384048104053"
"7-TB1-mjp-1.3.R","-37.7562348729602","145.347433210568","3","17.2810454975246"
"7-TB1-mjp-1.3.R","-37.7563069490846","145.347431606874","4","25.3433032458231"
"7-TB1-mjp-1.3.R","-37.7568588533068","145.346942572394","5","100.229884153219"
"7-TB1-mjp-1.3.R","-37.7560534467535","145.343498391263","6","416.585696491163"
"7-TB1-mjp-1.3.R","-37.756094026821","145.343179653362","7","445.028621797818"
"7-TB1-mjp-1.3.R","-37.7562038090478","145.342655049716","8","492.830295408687"
"7-TB1-mjp-1.3.R","-37.7563352799573","145.342391038219","9","520.289355844179"
"7-TB1-mjp-1.3.R","-37.7565116380359","145.342114672596","10","551.530354547805"
"7-TB1-mjp-1.3.R","-37.757696224545","145.340476328706","11","746.773792337658"
"7-TB1-mjp-1.3.R","-37.7580505293133","145.340037055962","12","801.946249234193"
"7-TB1-mjp-1.3.R","-37.7582730482206","145.339839106873","13","832.178682149855"
"7-TB1-mjp-1.3.R","-37.7585589529245","145.339662442564","14","867.519876243999"
"7-TB1-mjp-1.3.R","-37.7599926315156","145.339074152929","15","1034.85486959566"
"7-TB1-mjp-1.3.R","-37.7602246379955","145.33891003875","16","1064.38451571613"
"7-TB1-mjp-1.3.R","-37.7604645335961","145.338666284194","17","1098.5897784691"
"7-TB1-mjp-1.3.R","-37.760668070692","145.338400637827","18","1131.11669040368"
"7-TB1-mjp-1.3.R","-37.7608531080042","145.338101348317","19","1164.53824033782"
"7-TB1-mjp-1.3.R","-37.7609580199226","145.337871962254","20","1187.8620479172"
"7-TB1-mjp-1.3.R","-37.7610621307786","145.337585833852","21","1215.59289716492"
"7-TB1-mjp-1.3.R","-37.7612248225023","145.336980538423","22","1271.89565020596"
"7-TB1-mjp-1.3.R","-37.7612724711247","145.336525393108","23","1312.34314703827"
"7-TB1-mjp-1.3.R","-37.7612138571998","145.334290372975","24","1509.36598835369"
"7-TB1-mjp-1.3.R","-37.7611783239929","145.333689517341","25","1562.45082611364"
"7-TB1-mjp-1.3.R","-37.7607985477709","145.329781641884","26","1909.32400178452"
"7-TB1-mjp-1.3.R","-37.7606600253772","145.328910664892","27","1987.58638099701"
"7-TB1-mjp-1.3.R","-37.7604096793842","145.327781117258","28","2090.91111182173"
"7-TB1-mjp-1.3.R","-37.7599331203194","145.326588564219","29","2208.541890107"
"7-TB1-mjp-1.3.R","-37.7597725449982","145.326070003861","30","2257.58268944796"
"7-TB1-mjp-1.3.R","-37.7595525882878","145.325178179357","31","2339.86269917086"
"7-TB1-mjp-1.3.R","-37.759463598045","145.324623954875","32","2389.68237399918"
"7-TB1-mjp-1.3.R","-37.7591472829745","145.321395881809","33","2676.25697161732"
"7-TB1-mjp-1.3.R","-37.7591567912042","145.319534003119","34","2840.3057448526"
"7-TB1-mjp-1.3.R","-37.7590530978436","145.318582815909","35","2924.89888878283"
"7-TB1-mjp-1.3.R","-37.7586284905932","145.316617264245","36","3104.37590681021"
"7-TB1-mjp-1.3.R","-37.7585790657659","145.316311893678","37","3131.8349672457"
"7-TB1-mjp-1.3.R","-37.7585583779092","145.315495053965","38","3203.84191135528"
"7-TB1-mjp-1.3.R","-37.7585869511411","145.31497223624","39","3250.01549687774"
"7-TB1-mjp-1.3.R","-37.7586689288294","145.314402799966","40","3301.00569201367"
"7-TB1-mjp-1.3.R","-37.7587877531566","145.313889283591","41","3348.13317868546"
"7-TB1-mjp-1.3.R","-37.7589083620418","145.31350059223","42","3384.90273130716"
"7-TB1-mjp-1.3.R","-37.7590217473802","145.313236931045","43","3411.3224209344"
"7-TB1-mjp-1.3.R","-37.7588394482397","145.313093501435","44","3435.17614181816"
"7-TB1-mjp-1.3.R","-37.7585166460286","145.312578664771","45","3492.97752588463"
"7-TB1-mjp-1.3.R","-37.7582229830218","145.312210739181","46","3538.94490562288"
"7-TB1-mjp-1.3.R","-37.7580868674123","145.312145723952","47","3555.10040004428"
"7-TB1-mjp-1.3.R","-37.7579789177648","145.312159528719","48","3567.14199462307"
"7-TB1-mjp-1.3.R","-37.7578806276868","145.312218519516","49","3579.22504059667"
"7-TB1-mjp-1.3.R","-37.7578367187769","145.312298977137","50","3587.82736586371"
"7-TB1-mjp-1.3.R","-37.7578118037209","145.312447111401","51","3601.16902992784"
"7-TB1-mjp-1.3.R","-37.7578224383321","145.312560383681","52","3611.21890554896"
"7-TB1-mjp-1.4.R","-37.7562143072782","145.347252048995","1","0"
"7-TB1-mjp-1.4.R","-37.756416431937","145.346884311924","2","39.4081209904761"
"7-TB1-mjp-1.4.R","-37.7565224762527","145.346734385468","3","57.0999270034302"
"7-TB1-mjp-1.4.R","-37.7567733094973","145.346626640446","4","86.5108093431357"
"7-TB1-mjp-1.4.R","-37.7560534467535","145.343498391263","5","373.48467574912"
"7-TB1-mjp-1.4.R","-37.756094026821","145.343179653362","6","401.927601055776"
"7-TB1-mjp-1.4.R","-37.7547638121358","145.343436345075","7","551.272838676532"
"7-TB1-mjp-1.4.R","-37.756094026821","145.343179653362","8","700.618076297288"
"7-TB1-mjp-1.4.R","-37.7562038090478","145.342655049716","9","748.419749908156"
"7-TB1-mjp-1.4.R","-37.7563352799573","145.342391038219","10","775.878810343648"
"7-TB1-mjp-1.4.R","-37.7565116380359","145.342114672596","11","807.119809047275"
"7-TB1-mjp-1.4.R","-37.7579617134876","145.340129852719","12","1044.77502148748"
"7-TB1-mjp-1.4.R","-37.7582730482206","145.339839106873","13","1087.7866478227"
"7-TB1-mjp-1.4.R","-37.7585589529245","145.339662442564","14","1123.12784191684"
"7-TB1-mjp-1.4.R","-37.7599926315156","145.339074152929","15","1290.4628352685"
"7-TB1-mjp-1.4.R","-37.7602246379955","145.33891003875","16","1319.99248138897"
"7-TB1-mjp-1.4.R","-37.7604645335961","145.338666284194","17","1354.19774414194"
"7-TB1-mjp-1.4.R","-37.760668070692","145.338400637827","18","1386.72465607652"
"7-TB1-mjp-1.4.R","-37.7608531080042","145.338101348317","19","1420.14620601066"
"7-TB1-mjp-1.4.R","-37.7609580199226","145.337871962254","20","1443.47001359004"
"7-TB1-mjp-1.4.R","-37.7610621307786","145.337585833852","21","1471.20086283776"
"7-TB1-mjp-1.4.R","-37.7612248225023","145.336980538423","22","1527.5036158788"
"7-TB1-mjp-1.4.R","-37.7612724711247","145.336525393108","23","1567.95111271111"
"7-TB1-mjp-1.4.R","-37.7612138571998","145.334290372975","24","1764.97395402653"
"7-TB1-mjp-1.4.R","-37.7600550071561","145.334554753545","25","1895.67207949128"
"7-TB1-mjp-1.4.R","-37.7522088266318","145.33608139959","26","2776.74528870832"
"7-TB1-mjp-1.4.R","-37.7522088266318","145.33608139959","27","2776.74528870832"
"7-TB1-mjp-1.4.R","-37.7479667665889","145.336914154977","28","3253.19990354587"
"7-TB1-mjp-1.4.R","-37.7463937900435","145.3372104073","29","3429.70486098333"
"7-TB1-mjp-1.4.R","-37.745557508922","145.337342618174","30","3523.24095027511"
"7-TB1-mjp-1.4.R","-37.744431251448","145.325904953394","31","4538.89295760833"
"7-TB1-mjp-1.4.R","-37.7446289754471","145.325866450395","32","4561.0965609195"
"7-TB1-mjp-1.4.R","-37.7446289754471","145.325866450395","33","4561.0965609195"
"7-TB1-mjp-1.4.R","-37.7450067269052","145.325812541373","34","4603.28660713896"
"7-TB1-mjp-1.4.R","-37.7451508778445","145.325809293341","35","4619.31782668084"
"7-TB1-mjp-1.4.R","-37.7452866641372","145.325851631743","36","4634.8420013771"
"7-TB1-mjp-1.4.R","-37.7453722445566","145.325531917235","37","4664.57413887174"
"7-TB1-mjp-1.4.R","-37.7453775454878","145.325270759078","38","4687.59586773818"
"7-TB1-mjp-1.4.R","-37.7453344116418","145.324772353242","39","4731.77731180693"
"7-TB1-mjp-1.4.R","-37.7450929750056","145.322371710723","40","4945.02130351596"
"7-TB1-mjp-1.4.R","-37.7440947062345","145.322519091944","41","5056.56501692017"
"7-TB1-mjp-1.4.R","-37.7437363230843","145.318872723899","42","5380.35507235733"
"7-TB1-mjp-1.4.R","-37.744825975218","145.318814022168","43","5501.39225672643"
"7-TB1-mjp-1.4.R","-37.7451947131765","145.318760281081","44","5542.58691657452"
"7-TB1-mjp-1.4.R","-37.7490857424925","145.317968525471","45","5980.00319427804"
"7-TB1-mjp-1.4.R","-37.7506668593493","145.317614917364","46","6158.2165495576"
"7-TB1-mjp-1.4.R","-37.7515208068426","145.317459372286","47","6253.97144499382"
"7-TB1-mjp-1.4.R","-37.7516570403837","145.318795640629","48","6372.68538688777"
"7-TB1-mjp-1.4.R","-37.7517048394479","145.318987516767","49","6390.40543203444"
"7-TB1-mjp-1.4.R","-37.7517883520515","145.319155884108","50","6407.89828771897"
"7-TB1-mjp-1.4.R","-37.7519624438946","145.319356253981","51","6434.07079237558"
"7-TB1-mjp-1.4.R","-37.7522441626562","145.319520138376","52","6468.50914309102"
"7-TB1-mjp-1.4.R","-37.7522441626562","145.319520138376","53","6468.50914309102"
"7-TB1-mjp-1.4.R","-37.7561304291223","145.321554876147","54","6935.57766054858"
"7-TB1-mjp-1.4.R","-37.7563485943651","145.32168616008","55","6962.41047627858"
"7-TB1-mjp-1.4.R","-37.7565497104039","145.321885937264","56","6990.83581708568"
"7-TB1-mjp-1.4.R","-37.7566699031331","145.322098894949","57","7013.85754595212"
"7-TB1-mjp-1.4.R","-37.7567545426206","145.32234671016","58","7037.62727460013"
"7-TB1-mjp-1.4.R","-37.7567854482924","145.322618442018","59","7061.81404784503"
"7-TB1-mjp-1.4.R","-37.7567701756508","145.322811758138","60","7078.93129061365"
"7-TB1-mjp-1.4.R","-37.756710663215","145.323062829283","61","7102.01808337488"
"7-TB1-mjp-1.4.R","-37.7560019123828","145.325190142042","62","7305.29129853123"
"7-TB1-mjp-1.4.R","-37.7561661786257","145.325334002971","63","7327.49490184241"
"7-TB1-mjp-1.4.R","-37.7561661786257","145.325334002971","64","7327.49490184241"
"7-TB1-mjp-1.4.R","-37.7566864883419","145.325799023071","65","7398.29744416964"
"7-TB1-mjp-1.4.R","-37.7568160060117","145.326034479927","66","7423.53630309789"
"7-TB1-mjp-1.4.R","-37.7578009624065","145.32304956253","67","7708.34676638883"
"7-TB1-mjp-1.4.R","-37.7578524345039","145.322866777703","68","7725.43477387947"
"7-TB1-mjp-1.4.R","-37.7578673840704","145.322650763233","69","7744.53974705401"
"7-TB1-mjp-1.4.R","-37.7577405243118","145.32133686667","70","7861.15878495091"
"7-TB1-mjp-1.4.R","-37.757758718126","145.319452123967","71","8027.23406908434"
"7-TB1-mjp-1.4.R","-37.7577374620073","145.319225577161","72","8047.33382032659"
"7-TB1-mjp-1.4.R","-37.7576325304755","145.318819302449","73","8084.97688077602"
"7-TB1-mjp-1.4.R","-37.7574099897504","145.318381637783","74","8130.76989334344"
"7-TB1-mjp-1.4.R","-37.7572265627713","145.318158764774","75","8159.05416459091"
"7-TB1-mjp-1.4.R","-37.7569710603588","145.317937525218","76","8193.46346565908"
"7-TB1-mjp-1.4.R","-37.7566806541541","145.317796536331","77","8228.00329773742"
"7-TB1-mjp-1.4.R","-37.7564274194552","145.317734164833","78","8256.63893986397"
"7-TB1-mjp-1.4.R","-37.7560491875382","145.317754082915","79","8298.65084293917"
"7-TB1-mjp-1.4.R","-37.7560374237649","145.317561380199","80","8315.6802293051"
"7-TB1-mjp-1.4.R","-37.7558806319156","145.316679545886","81","8395.30434625467"
"7-TB1-mjp-1.4.R","-37.7572017671681","145.31642257666","82","8543.65865188818"
"7-TB1-mjp-1.4.R","-37.7570139658769","145.314633332628","83","8702.68066294325"
"7-TB1-mjp-1.4.R","-37.757976019752","145.314475283701","84","8810.35145749777"
"7-TB1-mjp-1.4.R","-37.7581146494303","145.31408618848","85","8847.92804595388"
"7-TB1-mjp-1.4.R","-37.7580286063382","145.313111919106","86","8934.29933748064"
"7-TB1-mjp-1.4.R","-37.7578818570389","145.312933629889","87","8956.92675447861"
"7-TB1-mjp-1.4.R","-37.7578343728766","145.312764437619","88","8972.73814277945"
"7-TB1-mjp-1.4.R","-37.7578224383321","145.312560383681","89","8990.76589915677"
"7-TB2-mjp-1.1.H","-37.7578224383321","145.312560383681","1","0"
"7-TB2-mjp-1.1.H","-37.7578118037209","145.312447111401","2","10.0498756211209"
"7-TB2-mjp-1.1.H","-37.7578367187769","145.312298977137","3","23.3915396852472"
"7-TB2-mjp-1.1.H","-37.7578806276868","145.312218519516","4","31.9938649522899"
"7-TB2-mjp-1.1.H","-37.7579789177648","145.312159528719","5","44.0769109258844"
"7-TB2-mjp-1.1.H","-37.7580868674123","145.312145723952","6","56.1185055046767"
"7-TB2-mjp-1.1.H","-37.7582229830218","145.312210739181","7","72.2739999260802"
"7-TB2-mjp-1.1.H","-37.7585166460286","145.312578664771","8","118.241379664325"
"7-TB2-mjp-1.1.H","-37.7588394482397","145.313093501435","9","176.042763730799"
"7-TB2-mjp-1.1.H","-37.7587347476676","145.313334261869","10","200.229536975694"
"7-TB2-mjp-1.1.H","-37.7585200705936","145.314076985025","11","269.871478361615"
"7-TB2-mjp-1.1.H","-37.758436471187","145.314532942394","12","311.102534617792"
"7-TB2-mjp-1.1.H","-37.7583795735002","145.314965589966","13","349.741892790515"
"7-TB2-mjp-1.1.H","-37.7583677210341","145.315397215125","14","387.794487971396"
"7-TB2-mjp-1.1.H","-37.7583888960263","145.316248096113","15","462.801154341792"
"7-TB2-mjp-1.1.H","-37.7618764193836","145.315601419806","16","854.009538710022"
"7-TB2-mjp-1.1.H","-37.7619389106888","145.316190307707","17","906.354548023231"
"7-TB2-mjp-1.1.H","-37.7619428028346","145.316462668135","18","930.37537232216"
"7-TB2-mjp-1.1.H","-37.7617966826266","145.317589829654","19","1030.99843130965"
"7-TB2-mjp-1.1.H","-37.7617780796609","145.318180555425","20","1083.08489788207"
"7-TB2-mjp-1.1.H","-37.7618012816466","145.318543294248","21","1115.14733696583"
"7-TB2-mjp-1.1.H","-37.7618606819486","145.318916565846","22","1148.68835662833"
"7-TB2-mjp-1.1.H","-37.7619839561503","145.319345152545","23","1188.85052788438"
"7-TB2-mjp-1.1.H","-37.7619839561503","145.319345152545","24","1188.85052788438"
"7-TB2-mjp-1.1.H","-37.7618606819486","145.318916565846","25","1229.01269914042"
