shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"11-SKY-mjp-1.1.H","-37.6712541877857","144.848890812309","1","0"
"11-SKY-mjp-1.1.H","-37.6708204027298","144.848823978143","2","48.5077313425396"
"11-SKY-mjp-1.1.H","-37.6706852971827","144.848827879899","3","63.5410277209125"
"11-SKY-mjp-1.1.H","-37.6705250313141","144.848934543785","4","83.6656395184106"
"11-SKY-mjp-1.1.H","-37.6696302031347","144.84977665837","5","207.701924532111"
"11-SKY-mjp-1.1.H","-37.6695774008382","144.84984620537","6","216.18720590635"
"11-SKY-mjp-1.1.H","-37.6694738624971","144.850098610687","7","241.247134078633"
"11-SKY-mjp-1.1.H","-37.6693726783572","144.85097448848","8","319.336826100052"
"11-SKY-mjp-1.1.H","-37.669383957377","144.85109887134","9","330.382187117239"
"11-SKY-mjp-1.1.H","-37.669383957377","144.85109887134","10","330.382187117239"
"11-SKY-mjp-1.1.H","-37.669424529133","144.851347117593","11","352.742866892237"
"11-SKY-mjp-1.1.H","-37.6694808430342","144.851470201688","12","365.272830978379"
"11-SKY-mjp-1.1.H","-37.6701845794953","144.852504266914","13","485.376952473022"
"11-SKY-mjp-1.1.H","-37.6703066246971","144.852772842597","14","512.671640600934"
"11-SKY-mjp-1.1.H","-37.6709900670451","144.853682805197","15","623.125250772807"
"11-SKY-mjp-1.1.H","-37.6741648120843","144.858285190419","16","1160.75430504722"
"11-SKY-mjp-1.1.H","-37.6746213908529","144.859111067541","17","1249.50676980173"
"11-SKY-mjp-1.1.H","-37.6752039010754","144.860420870955","18","1381.91900488595"
"11-SKY-mjp-1.1.H","-37.67570327787","144.861619700831","19","1501.32587236015"
"11-SKY-mjp-1.1.H","-37.6771218923187","144.864810387388","20","1823.85649106169"
"11-SKY-mjp-1.1.H","-37.6779244100615","144.866329406036","21","1984.76640374578"
"11-SKY-mjp-1.1.H","-37.6784360029154","144.867210491231","22","2081.02646815465"
"11-SKY-mjp-1.1.H","-37.6788908822709","144.86794581042","23","2163.22744138489"
"11-SKY-mjp-1.1.H","-37.6798253962294","144.869291041214","24","2320.84089258751"
"11-SKY-mjp-1.1.H","-37.6810065687285","144.870822013587","25","2509.0641642624"
"11-SKY-mjp-1.1.H","-37.6834136892229","144.87387148479","26","2888.2026613845"
"11-SKY-mjp-1.1.H","-37.6867785027946","144.878061840646","27","3413.66341158379"
"11-SKY-mjp-1.1.H","-37.6873508196871","144.878816641154","28","3505.68514814641"
"11-SKY-mjp-1.1.H","-37.6879867940342","144.879603659959","29","3604.69019852264"
"11-SKY-mjp-1.1.H","-37.6892933305852","144.881097371547","30","3800.62130886502"
"11-SKY-mjp-1.1.H","-37.6903028629019","144.882111947872","31","3944.02284302697"
"11-SKY-mjp-1.1.H","-37.6906348602759","144.882533437418","32","3996.36785234018"
"11-SKY-mjp-1.1.H","-37.6913588480783","144.883204613832","33","4096.17767149641"
"11-SKY-mjp-1.1.H","-37.6920908221075","144.883818872817","34","4193.83011642228"
"11-SKY-mjp-1.1.H","-37.6943579710604","144.885614333247","35","4491.15149136865"
"11-SKY-mjp-1.1.H","-37.6954084386457","144.886401052097","36","4626.83126141563"
"11-SKY-mjp-1.1.H","-37.6961109372575","144.886880116226","37","4715.51609664691"
"11-SKY-mjp-1.1.H","-37.6972748342123","144.887459505014","38","4854.44053654141"
"11-SKY-mjp-1.1.H","-37.6984989354228","144.887878419762","39","4995.2418149447"
"11-SKY-mjp-1.1.H","-37.7098991221606","144.890912392272","40","6288.56969294006"
"11-SKY-mjp-1.1.H","-37.7103885555666","144.89106866639","41","6344.61431801687"
"11-SKY-mjp-1.1.H","-37.7115870436423","144.891567835907","42","6484.73212559321"
"11-SKY-mjp-1.1.H","-37.7132151557553","144.892406504581","43","6679.98836749088"
"11-SKY-mjp-1.1.H","-37.7134325457903","144.892468407781","44","6704.72700124458"
"11-SKY-mjp-1.1.H","-37.7139045711775","144.892659223717","45","6759.75426721337"
"11-SKY-mjp-1.1.H","-37.714393394348","144.892781501668","46","6815.07153395713"
"11-SKY-mjp-1.1.H","-37.7152412900807","144.892825542529","47","6909.26282867166"
"11-SKY-mjp-1.1.H","-37.7160239049809","144.892746646215","48","6996.4063883878"
"11-SKY-mjp-1.1.H","-37.7208944609034","144.891973296944","49","7541.29169742081"
"11-SKY-mjp-1.1.H","-37.721748523198","144.891858321529","50","7636.62794446253"
"11-SKY-mjp-1.1.H","-37.7235035088566","144.891729141494","51","7831.75354503816"
"11-SKY-mjp-1.1.H","-37.7256972088398","144.891440015933","52","8076.57184500775"
"11-SKY-mjp-1.1.H","-37.7276524574523","144.890919367142","53","8298.39384572004"
"11-SKY-mjp-1.1.H","-37.7284962919672","144.890736578395","54","8393.43068068417"
"11-SKY-mjp-1.1.H","-37.7291339756265","144.890616366835","55","8464.9988300245"
"11-SKY-mjp-1.1.H","-37.7301233455088","144.890508864947","56","8575.22133226429"
"11-SKY-mjp-1.1.H","-37.7308271244534","144.890556970656","57","8653.45176112672"
"11-SKY-mjp-1.1.H","-37.7311708187997","144.890626642783","58","8692.09111929944"
"11-SKY-mjp-1.1.H","-37.7314885065988","144.89075378685","59","8729.09111929944"
"11-SKY-mjp-1.1.H","-37.7321173104192","144.891144425694","60","8806.91784992588"
"11-SKY-mjp-1.1.H","-37.7327765844795","144.891727103217","61","8896.32142927257"
"11-SKY-mjp-1.1.H","-37.7332370889901","144.892281386987","62","8967.03210739122"
"11-SKY-mjp-1.1.H","-37.7333958912848","144.892594598329","63","8999.78878609954"
"11-SKY-mjp-1.1.H","-37.7335280768071","144.892931259597","64","9032.89467681404"
"11-SKY-mjp-1.1.H","-37.7336080431447","144.893371525259","65","9072.70673528882"
"11-SKY-mjp-1.1.H","-37.7337073526355","144.894389941316","66","9163.15561587891"
"11-SKY-mjp-1.1.H","-37.7338500688498","144.895316354786","67","9246.34215325125"
"11-SKY-mjp-1.1.H","-37.7346230790728","144.898233376862","68","9517.41594394301"
"11-SKY-mjp-1.1.H","-37.7347911695358","144.899068314863","69","9593.34354103393"
"11-SKY-mjp-1.1.H","-37.7350465544324","144.901262457308","70","9788.82244015094"
"11-SKY-mjp-1.1.H","-37.7351141304485","144.902020814048","71","9856.09056038631"
